Commodity_Description,Year,Attribute_Description,Country_Code,Country_Name,Value,Unit_Description
"Grapefruit, Fresh",2021,Production,IT,Italy,6500000,(MT)
"Grapefruit, Fresh",2021,Production,JA,Japan,1200000,(MT)
"Grapefruit, Fresh",2021,Production,MX,Mexico,1600000,(MT)
"Grapefruit, Fresh",2021,Production,RS,Russia,4420,(MT)
"Grapefruit, Fresh",2021,Production,SF,South Africa,800000,(MT)
"Grapefruit, Fresh",2021,Production,SZ,Switzerland,5000,(MT)
"Grapefruit, Fresh",2021,Production,TU,Turkey,100000,(MT)
"Meat, Swine",1998,Domestic Consumption,,Netherlands Antilles,1980000000000,(MT)
"Meat, Swine",1998,Domestic Consumption,AL,Albania,855000000,(MT)
"Meat, Swine",1998,Domestic Consumption,AM,Armenia,5000000000,(MT)
"Meat, Swine",1998,Domestic Consumption,AO,Angola,688700000,(MT)
"Meat, Swine",1998,Domestic Consumption,AR,Argentina,200000000,(MT)
"Meat, Swine",1998,Domestic Consumption,AS,Australia,879350000,(MT)
"Meat, Swine",1998,Domestic Consumption,BF,"Bahamas, The",1249400000000,(MT)
"Meat, Swine",1998,Domestic Consumption,BK,Bosnia and Herzegovina,615000000,(MT)
"Meat, Swine",1998,Domestic Consumption,BO,Belarus,3000,(MT)
"Meat, Swine",1998,Domestic Consumption,BR,Brazil,22593000,(MT)
"Meat, Swine",1998,Domestic Consumption,BU,Bulgaria,194000000,(MT)
"Meat, Swine",1998,Domestic Consumption,CA,Canada,30400000000,(MT)
"Meat, Swine",1998,Domestic Consumption,CF,Congo (Brazzaville),165300000,(MT)
"Meat, Swine",1998,Domestic Consumption,CG,Congo (Kinshasa),9781000000,(MT)
"Meat, Swine",1998,Domestic Consumption,CG,"Congo, Democratic Rep of the",2600000000,(MT)
"Meat, Swine",1998,Domestic Consumption,CH,China,148021000000,(MT)
"Meat, Swine",1998,Domestic Consumption,CH,"China, Peoples Republic of",675000000000,(MT)
"Meat, Swine",1998,Domestic Consumption,CI,Chile,666454000,(MT)
"Meat, Swine",1998,Domestic Consumption,CO,Colombia,675000000000,(MT)
"Meat, Swine",1998,Domestic Consumption,CU,Cuba,3000,(MT)
"Meat, Swine",1998,Domestic Consumption,DR,Dominican Republic,1000000000,(MT)
"Meat, Swine",1998,Domestic Consumption,E2,EU-15,179723000,(MT)
"Meat, Swine",1998,Domestic Consumption,E3,EU-25,314287000,(MT)
"Meat, Swine",1998,Domestic Consumption,EC,Ecuador,209000,(MT)
"Meat, Swine",1998,Domestic Consumption,ES,El Salvador,313987000000,(MT)
"Meat, Swine",1998,Domestic Consumption,EZ,Czech Republic,88414000,(MT)
"Meat, Swine",1998,Domestic Consumption,GB,Gabon,11858000000,(MT)
"Meat, Swine",1998,Domestic Consumption,GG,Georgia,122750000000,(MT)
"Meat, Swine",1998,Domestic Consumption,GG,"Georgia, Republic of",149098000000,(MT)
"Meat, Swine",1998,Domestic Consumption,GH,Ghana,334000000000,(MT)
"Meat, Swine",1998,Domestic Consumption,GT,Guatemala,442300000000,(MT)
"Meat, Swine",1998,Domestic Consumption,HA,Haiti,120000000000,(MT)
"Meat, Swine",1998,Domestic Consumption,HK,Hong Kong,158500000,(MT)
"Meat, Swine",1998,Domestic Consumption,HO,Honduras,781430000000,(MT)
"Meat, Swine",1998,Domestic Consumption,HR,Croatia,140000000,(MT)
"Meat, Swine",1998,Domestic Consumption,HU,Hungary,59000000,(MT)
"Meat, Swine",1998,Domestic Consumption,IV,Cote d'Ivoire,13781000000,(MT)
"Meat, Swine",1998,Domestic Consumption,JA,Japan,10000000000,(MT)
"Meat, Swine",1998,Domestic Consumption,JM,Jamaica,2000,(MT)
"Meat, Swine",1998,Domestic Consumption,JM,Jamaica and Dep,781430000000,(MT)
"Meat, Swine",1998,Domestic Consumption,KG,Kyrgyzstan,165300000000,(MT)
"Meat, Swine",1998,Domestic Consumption,KG,"Kyrgyzstan, Republic of",203000000,(MT)
"Meat, Swine",1998,Domestic Consumption,KN,"Korea, Democratic Peoples Rep",643380000000,(MT)
"Meat, Swine",1998,Domestic Consumption,KN,"Korea, North",26000,(MT)
"Meat, Swine",1998,Domestic Consumption,KS,"Korea, Republic of",70000000,(MT)
"Meat, Swine",1998,Domestic Consumption,KS,"Korea, South",95300000000,(MT)
"Meat, Swine",1998,Domestic Consumption,KZ,Kazakhstan,202500000000,(MT)
"Meat, Swine",1998,Domestic Consumption,KZ,"Kazakhstan, Republic of",523380000000,(MT)
"Meat, Swine",1998,Domestic Consumption,MC,Macau,1000,(MT)
"Meat, Swine",1998,Domestic Consumption,MD,"Moldova, Republic of",300000000000,(MT)
"Meat, Swine",1998,Domestic Consumption,MJ,Montenegro,1897900000000,(MT)
"Meat, Swine",1998,Domestic Consumption,MK,Macedonia,1623000000,(MT)
"Meat, Swine",1998,Domestic Consumption,MK,"Macedonia, Republic of",19507720000000,(MT)
"Meat, Swine",1998,Domestic Consumption,MK,North Macedonia,3000000,(MT)
"Meat, Swine",1998,Domestic Consumption,MX,Mexico,307800000,(MT)
"Meat, Swine",1998,Domestic Consumption,NO,Norway,272000000000,(MT)
"Meat, Swine",1998,Domestic Consumption,NZ,New Zealand,4000000000,(MT)
"Meat, Swine",1998,Domestic Consumption,PN,Panama,482000000000,(MT)
"Meat, Swine",1998,Domestic Consumption,RB,Serbia,875000000000,(MT)
"Meat, Swine",1998,Domestic Consumption,RO,Romania,1010203000,(MT)
"Meat, Swine",1998,Domestic Consumption,RP,Philippines,80000000,(MT)
"Meat, Swine",1998,Domestic Consumption,RS,Russia,86000000,(MT)
"Meat, Swine",1998,Domestic Consumption,RS,Russian Federation,108600000,(MT)
"Meat, Swine",1998,Domestic Consumption,SF,"South Africa, Republic of",792900000000,(MT)
"Meat, Swine",1998,Domestic Consumption,SN,Singapore,109655000,(MT)
"Meat, Swine",1998,Domestic Consumption,SZ,Switzerland,879350000000,(MT)
"Meat, Swine",1998,Domestic Consumption,TD,Trinidad and Tobago,133721000000,(MT)
"Meat, Swine",1998,Domestic Consumption,TW,Taiwan,113900000,(MT)
"Meat, Swine",1998,Domestic Consumption,UP,Ukraine,2621021000,(MT)
"Meat, Swine",1998,Domestic Consumption,US,United States,720000000,(MT)
"Meat, Swine",1998,Domestic Consumption,UY,Uruguay,100000000000,(MT)
"Meat, Swine",1998,Domestic Consumption,VE,Venezuela,742944000000,(MT)
"Meat, Swine",1998,Domestic Consumption,VM,Vietnam,2000,(MT)
"Meat, Swine",1998,Exports,,Netherlands Antilles,2621021000000,(MT)
"Meat, Swine",1998,Exports,AL,Albania,675000000,(MT)
"Meat, Swine",1998,Exports,AM,Armenia,125000000,(MT)
"Meat, Swine",1998,Exports,AO,Angola,35600000,(MT)
"Meat, Swine",1998,Exports,AR,Argentina,6835000000,(MT)
"Meat, Swine",1998,Exports,AS,Australia,1500000,(MT)
"Meat, Swine",1998,Exports,BF,"Bahamas, The",1424400000000,(MT)
"Meat, Swine",1998,Exports,BK,Bosnia and Herzegovina,475000000,(MT)
"Meat, Swine",1998,Exports,BO,Belarus,2454866000,(MT)
"Meat, Swine",1998,Exports,BR,Brazil,1188000,(MT)
"Meat, Swine",1998,Exports,BU,Bulgaria,503965000,(MT)
"Meat, Swine",1998,Exports,CA,Canada,83500000000,(MT)
"Meat, Swine",1998,Exports,CG,Congo (Kinshasa),167000,(MT)
"Meat, Swine",1998,Exports,CG,"Congo, Democratic Rep of the",19123000000,(MT)
"Meat, Swine",1998,Exports,CH,China,9781000000,(MT)
"Meat, Swine",1998,Exports,CH,"China, Peoples Republic of",203070000000,(MT)
"Meat, Swine",1998,Exports,CI,Chile,2380165000,(MT)
"Meat, Swine",1998,Exports,CO,Colombia,686000000000,(MT)
"Meat, Swine",1998,Exports,DR,Dominican Republic,1000000000,(MT)
"Meat, Swine",1998,Exports,E2,EU-15,330172000,(MT)
"Meat, Swine",1998,Exports,E3,EU-25,113479000,(MT)
"Meat, Swine",1998,Exports,EC,Ecuador,78017000000,(MT)
"Meat, Swine",1998,Exports,ES,El Salvador,1316035000000,(MT)
"Meat, Swine",1998,Exports,EZ,Czech Republic,183917000,(MT)
"Meat, Swine",1998,Exports,GB,Gabon,1316035000000,(MT)
"Meat, Swine",1998,Exports,GG,Georgia,4866000000,(MT)
"Meat, Swine",1998,Exports,GH,Ghana,1617000000000,(MT)
"Meat, Swine",1998,Exports,GT,Guatemala,612300000000,(MT)
"Meat, Swine",1998,Exports,HA,Haiti,232277000000,(MT)
"Meat, Swine",1998,Exports,HR,Croatia,30000000,(MT)
"Meat, Swine",1998,Exports,HU,Hungary,194000000,(MT)
"Meat, Swine",1998,Exports,IV,Cote d'Ivoire,11000,(MT)
"Meat, Swine",1998,Exports,JA,Japan,313917000,(MT)
"Meat, Swine",1998,Exports,JM,Jamaica,202500000000,(MT)
"Meat, Swine",1998,Exports,JM,Jamaica and Dep,847883000000,(MT)
"Meat, Swine",1998,Exports,KG,Kyrgyzstan,165300000000,(MT)
"Meat, Swine",1998,Exports,KG,"Kyrgyzstan, Republic of",1010000000000,(MT)
"Meat, Swine",1998,Exports,KN,"Korea, Democratic Peoples Rep",5000,(MT)
"Meat, Swine",1998,Exports,KN,"Korea, North",149654000000,(MT)
"Meat, Swine",1998,Exports,KS,"Korea, Republic of",1707300000,(MT)
"Meat, Swine",1998,Exports,KS,"Korea, South",70000000000,(MT)
"Meat, Swine",1998,Exports,KZ,Kazakhstan,662500000000,(MT)
"Meat, Swine",1998,Exports,KZ,"Kazakhstan, Republic of",195000000000,(MT)
"Meat, Swine",1998,Exports,MC,Macau,1117020000000,(MT)
"Meat, Swine",1998,Exports,MD,Moldova,240000000,(MT)
"Meat, Swine",1998,Exports,MD,"Moldova, Republic of",104000000000,(MT)
"Meat, Swine",1998,Exports,MJ,Montenegro,1707300000000,(MT)
"Meat, Swine",1998,Exports,MK,"Macedonia, Republic of",29000000000,(MT)
"Meat, Swine",1998,Exports,MX,Mexico,64000000000,(MT)
"Meat, Swine",1998,Exports,NO,Norway,292000000000,(MT)
"Meat, Swine",1998,Exports,NZ,New Zealand,11000000000,(MT)
"Meat, Swine",1998,Exports,PL,Poland,522000000,(MT)
"Meat, Swine",1998,Exports,PN,Panama,490000000000,(MT)
"Meat, Swine",1998,Exports,RB,Serbia,2243000000000,(MT)
"Meat, Swine",1998,Exports,RO,Romania,640000000,(MT)
"Meat, Swine",1998,Exports,RP,Philippines,368380000,(MT)
"Meat, Swine",1998,Exports,RS,Russia,70000000,(MT)
"Meat, Swine",1998,Exports,RS,Russian Federation,19507720000,(MT)
"Meat, Swine",1998,Exports,SF,"South Africa, Republic of",135600000000,(MT)
"Meat, Swine",1998,Exports,SN,Singapore,35000000,(MT)
"Meat, Swine",1998,Exports,SZ,Switzerland,917300000,(MT)
"Meat, Swine",1998,Exports,TD,Trinidad and Tobago,370244000000,(MT)
"Meat, Swine",1998,Exports,TW,Taiwan,65473000,(MT)
"Meat, Swine",1998,Exports,UP,Ukraine,8242000,(MT)
"Meat, Swine",1998,Exports,US,United States,343000000,(MT)
"Meat, Swine",1998,Exports,UY,Uruguay,10000,(MT)
"Meat, Swine",1998,Exports,VE,Venezuela,487384000000,(MT)
"Meat, Swine",1998,Exports,VM,Vietnam,527384000000,(MT)
"Meat, Swine",1998,Imports,,Netherlands Antilles,932400000000,(MT)
"Meat, Swine",1998,Imports,AL,Albania,5987000000,(MT)
"Meat, Swine",1998,Imports,AM,Armenia,13000000,(MT)
"Meat, Swine",1998,Imports,AO,Angola,721600000,(MT)
"Meat, Swine",1998,Imports,AR,Argentina,87421000,(MT)
"Meat, Swine",1998,Imports,AS,Australia,357244000,(MT)
"Meat, Swine",1998,Imports,BF,"Bahamas, The",108600000000,(MT)
"Meat, Swine",1998,Imports,BK,Bosnia and Herzegovina,475000000,(MT)
"Meat, Swine",1998,Imports,BO,Belarus,3167000000,(MT)
"Meat, Swine",1998,Imports,BR,Brazil,13781000,(MT)
"Meat, Swine",1998,Imports,BU,Bulgaria,503965000,(MT)
"Meat, Swine",1998,Imports,CA,Canada,113900000000,(MT)
"Meat, Swine",1998,Imports,CF,Congo (Brazzaville),200000,(MT)
"Meat, Swine",1998,Imports,CG,Congo (Kinshasa),158045000000,(MT)
"Meat, Swine",1998,Imports,CG,"Congo, Democratic Rep of the",19123000000,(MT)
"Meat, Swine",1998,Imports,CH,"China, Peoples Republic of",221113000000,(MT)
"Meat, Swine",1998,Imports,CI,Chile,149654000,(MT)
"Meat, Swine",1998,Imports,CO,Colombia,70000000,(MT)
"Meat, Swine",1998,Imports,CU,Cuba,40700000000,(MT)
"Meat, Swine",1998,Imports,DR,Dominican Republic,200000000,(MT)
"Meat, Swine",1998,Imports,E2,EU-15,11858000,(MT)
"Meat, Swine",1998,Imports,E3,EU-25,95000,(MT)
"Meat, Swine",1998,Imports,EC,Ecuador,88414000000,(MT)
"Meat, Swine",1998,Imports,ES,El Salvador,179723000000,(MT)
"Meat, Swine",1998,Imports,EZ,Czech Republic,86000,(MT)
"Meat, Swine",1998,Imports,GB,Gabon,1327893000000,(MT)
"Meat, Swine",1998,Imports,GG,Georgia,450000000,(MT)
"Meat, Swine",1998,Imports,GH,Ghana,143000000000,(MT)
"Meat, Swine",1998,Imports,GT,Guatemala,149300000000,(MT)
"Meat, Swine",1998,Imports,HA,Haiti,3516000000,(MT)
"Meat, Swine",1998,Imports,HK,Hong Kong,334000000,(MT)
"Meat, Swine",1998,Imports,HO,Honduras,3000,(MT)
"Meat, Swine",1998,Imports,HR,Croatia,8000000000,(MT)
"Meat, Swine",1998,Imports,HU,Hungary,170000000,(MT)
"Meat, Swine",1998,Imports,IV,Cote d'Ivoire,9000000000,(MT)
"Meat, Swine",1998,Imports,JA,Japan,120000000,(MT)
"Meat, Swine",1998,Imports,JM,Jamaica,19600000000,(MT)
"Meat, Swine",1998,Imports,KG,"Kyrgyzstan, Republic of",1010203000000,(MT)
"Meat, Swine",1998,Imports,KS,"Korea, Republic of",1707300000,(MT)
"Meat, Swine",1998,Imports,KS,"Korea, South",95300000000,(MT)
"Meat, Swine",1998,Imports,KZ,Kazakhstan,200000000,(MT)
"Meat, Swine",1998,Imports,KZ,"Kazakhstan, Republic of",368380000000,(MT)
"Meat, Swine",1998,Imports,MC,Macau,18209700000000,(MT)
"Meat, Swine",1998,Imports,MD,Moldova,240000000,(MT)
"Meat, Swine",1998,Imports,MD,"Moldova, Republic of",28200000000,(MT)
"Meat, Swine",1998,Imports,MJ,Montenegro,65473000000,(MT)
"Meat, Swine",1998,Imports,MK,Macedonia,100000000,(MT)
"Meat, Swine",1998,Imports,MK,"Macedonia, Republic of",1711000000,(MT)
"Meat, Swine",1998,Imports,MK,North Macedonia,750000000,(MT)
"Meat, Swine",1998,Imports,MX,Mexico,111366000000,(MT)
"Meat, Swine",1998,Imports,NO,Norway,194000000000,(MT)
"Meat, Swine",1998,Imports,NZ,New Zealand,13300000000,(MT)
"Meat, Swine",1998,Imports,PL,Poland,388203000,(MT)
"Meat, Swine",1998,Imports,RB,Serbia,640000000000,(MT)
"Meat, Swine",1998,Imports,RO,Romania,19480720000,(MT)
"Meat, Swine",1998,Imports,RP,Philippines,135600000,(MT)
"Meat, Swine",1998,Imports,RS,Russia,174000,(MT)
"Meat, Swine",1998,Imports,RS,Russian Federation,19507720000,(MT)
"Meat, Swine",1998,Imports,SF,South Africa,30000000,(MT)
"Meat, Swine",1998,Imports,SF,"South Africa, Republic of",741066000000,(MT)
"Meat, Swine",1998,Imports,SN,Singapore,64000000,(MT)
"Meat, Swine",1998,Imports,SZ,Switzerland,104000000,(MT)
"Meat, Swine",1998,Imports,TD,Trinidad and Tobago,503965000000,(MT)
"Meat, Swine",1998,Imports,TW,Taiwan,857000000,(MT)
"Meat, Swine",1998,Imports,UP,Ukraine,318700000,(MT)
"Meat, Swine",1998,Imports,US,United States,759000000,(MT)
"Meat, Swine",1998,Imports,UY,Uruguay,298988000000,(MT)
"Meat, Swine",1998,Imports,VE,Venezuela,314287000000,(MT)
"Meat, Swine",1998,Imports,VM,Vietnam,527479000000,(MT)
"Meat, Swine",1998,Production,,Netherlands Antilles,932400000000,(MT)
"Meat, Swine",1998,Production,AL,Albania,4241000000,(MT)
"Meat, Swine",1998,Production,AM,Armenia,87421000000,(MT)
"Meat, Swine",1998,Production,AM,"Armenia, Republic of",158045000,(MT)
"Meat, Swine",1998,Production,AO,Angola,932400000,(MT)
"Meat, Swine",1998,Production,AR,Argentina,96000000,(MT)
"Meat, Swine",1998,Production,AS,Australia,12000000,(MT)
"Meat, Swine",1998,Production,BF,"Bahamas, The",78000000000,(MT)
"Meat, Swine",1998,Production,BK,Bosnia and Herzegovina,662500000,(MT)
"Meat, Swine",1998,Production,BO,Belarus,835000000,(MT)
"Meat, Swine",1998,Production,BR,Brazil,9000000,(MT)
"Meat, Swine",1998,Production,BU,Bulgaria,490000000,(MT)
"Meat, Swine",1998,Production,CA,Canada,42648000000,(MT)
"Meat, Swine",1998,Production,CF,Congo (Brazzaville),4523000000,(MT)
"Meat, Swine",1998,Production,CG,Congo (Kinshasa),158045000000,(MT)
"Meat, Swine",1998,Production,CG,"Congo, Democratic Rep of the",2000000000,(MT)
"Meat, Swine",1998,Production,CH,"China, Peoples Republic of",43000000,(MT)
"Meat, Swine",1998,Production,CO,Colombia,95300000,(MT)
"Meat, Swine",1998,Production,CU,Cuba,26300000000,(MT)
"Meat, Swine",1998,Production,DR,Dominican Republic,2000000000,(MT)
"Meat, Swine",1998,Production,E3,EU-25,40000000,(MT)
"Meat, Swine",1998,Production,EC,Ecuador,41656000000,(MT)
"Meat, Swine",1998,Production,ES,El Salvador,817998000000,(MT)
"Meat, Swine",1998,Production,EZ,Czech Republic,235884000,(MT)
"Meat, Swine",1998,Production,GB,Gabon,1327893000000,(MT)
"Meat, Swine",1998,Production,GG,Georgia,2450000000000,(MT)
"Meat, Swine",1998,Production,GG,"Georgia, Republic of",334000000000,(MT)
"Meat, Swine",1998,Production,GH,Ghana,900000000000,(MT)
"Meat, Swine",1998,Production,GT,Guatemala,7000000,(MT)
"Meat, Swine",1998,Production,HA,Haiti,417246000000,(MT)
"Meat, Swine",1998,Production,HK,Hong Kong,334000000,(MT)
"Meat, Swine",1998,Production,HO,Honduras,7000,(MT)
"Meat, Swine",1998,Production,HR,Croatia,8340000000,(MT)
"Meat, Swine",1998,Production,HU,Hungary,260300000,(MT)
"Meat, Swine",1998,Production,IV,Cote d'Ivoire,24781000000,(MT)
"Meat, Swine",1998,Production,JA,Japan,130000000000,(MT)
"Meat, Swine",1998,Production,JM,Jamaica,27700000000,(MT)
"Meat, Swine",1998,Production,JM,Jamaica and Dep,100000000000,(MT)
"Meat, Swine",1998,Production,KG,Kyrgyzstan,200000000,(MT)
"Meat, Swine",1998,Production,KG,"Kyrgyzstan, Republic of",1010203000000,(MT)
"Meat, Swine",1998,Production,KN,"Korea, Democratic Peoples Rep",1000000000000,(MT)
"Meat, Swine",1998,Production,KN,"Korea, North",5282724000000,(MT)
"Meat, Swine",1998,Production,KZ,Kazakhstan,5282724000000,(MT)
"Meat, Swine",1998,Production,KZ,"Kazakhstan, Republic of",120000000000,(MT)
"Meat, Swine",1998,Production,MC,Macau,27000000000,(MT)
"Meat, Swine",1998,Production,MD,Moldova,1000000,(MT)
"Meat, Swine",1998,Production,MD,"Moldova, Republic of",1793900000000,(MT)
"Meat, Swine",1998,Production,MJ,Montenegro,857000000000,(MT)
"Meat, Swine",1998,Production,MK,Macedonia,1811000000,(MT)
"Meat, Swine",1998,Production,MK,North Macedonia,750000000,(MT)
"Meat, Swine",1998,Production,MX,Mexico,111366000000,(MT)
"Meat, Swine",1998,Production,NO,Norway,3000,(MT)
"Meat, Swine",1998,Production,NZ,New Zealand,332000000000,(MT)
"Meat, Swine",1998,Production,PL,Poland,100000000,(MT)
"Meat, Swine",1998,Production,PN,Panama,2200000000000,(MT)
"Meat, Swine",1998,Production,RB,Serbia,175000000000,(MT)
"Meat, Swine",1998,Production,RO,Romania,374400000,(MT)
"Meat, Swine",1998,Production,RP,Philippines,741066000,(MT)
"Meat, Swine",1998,Production,RS,Russia,60000000,(MT)
"Meat, Swine",1998,Production,RS,Russian Federation,75000000,(MT)
"Meat, Swine",1998,Production,SF,South Africa,30000000,(MT)
"Meat, Swine",1998,Production,SF,"South Africa, Republic of",250000000,(MT)
"Meat, Swine",1998,Production,SN,Singapore,111366000,(MT)
"Meat, Swine",1998,Production,SZ,Switzerland,357244000000,(MT)
"Meat, Swine",1998,Production,TD,Trinidad and Tobago,503965000000,(MT)
"Meat, Swine",1998,Production,TW,Taiwan,1690306000,(MT)
"Meat, Swine",1998,Production,UP,Ukraine,13900000,(MT)
"Meat, Swine",1998,Production,US,United States,1475000000,(MT)
"Meat, Swine",1998,Production,UY,Uruguay,235944000000,(MT)
"Meat, Swine",1998,Production,VE,Venezuela,99713000000,(MT)
"Meat, Swine",1998,Production,VM,Vietnam,527479000000,(MT)
"Meat, Swine",2021,Domestic Consumption,AO,Angola,6681960000000,(MT)
"Meat, Swine",2021,Domestic Consumption,AR,Argentina,107634000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,AS,Australia,51420000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,BF,"Bahamas, The",19122000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,BK,Bosnia and Herzegovina,3819540000,(MT)
"Meat, Swine",2021,Domestic Consumption,BO,Belarus,19920000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,BR,Brazil,132000000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,CA,Canada,180000000,(MT)
"Meat, Swine",2021,Domestic Consumption,CG,Congo (Kinshasa),14156640000000,(MT)
"Meat, Swine",2021,Domestic Consumption,CH,China,21434640000000,(MT)
"Meat, Swine",2021,Domestic Consumption,CI,Chile,29628000000,(MT)
"Meat, Swine",2021,Domestic Consumption,CO,Colombia,30237900000000,(MT)
"Meat, Swine",2021,Domestic Consumption,CU,Cuba,31648740000000,(MT)
"Meat, Swine",2021,Domestic Consumption,DR,Dominican Republic,2558880000000,(MT)
"Meat, Swine",2021,Domestic Consumption,E4,European Union,29400000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,EC,Ecuador,54000000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,ES,El Salvador,25200000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,GT,Guatemala,10500000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,HA,Haiti,4680000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,HK,Hong Kong,271380000000,(MT)
"Meat, Swine",2021,Domestic Consumption,HO,Honduras,5718000000,(MT)
"Meat, Swine",2021,Domestic Consumption,IV,Cote d'Ivoire,5982780000000,(MT)
"Meat, Swine",2021,Domestic Consumption,JA,Japan,120000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,KS,"Korea, South",5245260000000,(MT)
"Meat, Swine",2021,Domestic Consumption,KZ,Kazakhstan,55944000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,MC,Macau,1578000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,MJ,Montenegro,147000000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,MK,North Macedonia,316963440000000,(MT)
"Meat, Swine",2021,Domestic Consumption,MX,Mexico,9482700000000,(MT)
"Meat, Swine",2021,Domestic Consumption,NO,Norway,316963440000000,(MT)
"Meat, Swine",2021,Domestic Consumption,NZ,New Zealand,49079880000000,(MT)
"Meat, Swine",2021,Domestic Consumption,PN,Panama,12600000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,RB,Serbia,1700000000,(MT)
"Meat, Swine",2021,Domestic Consumption,RP,Philippines,605160000000,(MT)
"Meat, Swine",2021,Domestic Consumption,RS,Russia,25034760000000,(MT)
"Meat, Swine",2021,Domestic Consumption,SF,South Africa,7800000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,SN,Singapore,6000000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,TW,Taiwan,7200000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,UK,United Kingdom,1474000000,(MT)
"Meat, Swine",2021,Domestic Consumption,UP,Ukraine,60000000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,US,United States,60612180000000,(MT)
"Meat, Swine",2021,Domestic Consumption,UY,Uruguay,1620000000000,(MT)
"Meat, Swine",2021,Domestic Consumption,VM,Vietnam,4200000000,(MT)
"Meat, Swine",2021,Exports,AO,Angola,105942000000000,(MT)
"Meat, Swine",2021,Exports,AR,Argentina,27900000000,(MT)
"Meat, Swine",2021,Exports,AS,Australia,38461260000000,(MT)
"Meat, Swine",2021,Exports,BF,"Bahamas, The",593000000,(MT)
"Meat, Swine",2021,Exports,BK,Bosnia and Herzegovina,480000000000,(MT)
"Meat, Swine",2021,Exports,BO,Belarus,20580000000000,(MT)
"Meat, Swine",2021,Exports,BR,Brazil,21000000000000,(MT)
"Meat, Swine",2021,Exports,CA,Canada,135780000000000,(MT)
"Meat, Swine",2021,Exports,CG,Congo (Kinshasa),30420000000000,(MT)
"Meat, Swine",2021,Exports,CH,China,3600000000000,(MT)
"Meat, Swine",2021,Exports,CI,Chile,52746000000000,(MT)
"Meat, Swine",2021,Exports,CO,Colombia,27420000000000,(MT)
"Meat, Swine",2021,Exports,CU,Cuba,868380000000,(MT)
"Meat, Swine",2021,Exports,DR,Dominican Republic,4891320000000,(MT)
"Meat, Swine",2021,Exports,E4,European Union,29628000000000,(MT)
"Meat, Swine",2021,Exports,EC,Ecuador,1218000000000,(MT)
